Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily Return,50-Day MA,200-Day MA,30-Day Volatility
2019-11-25 00:00:00-05:00,15.199999809265137,15.305000305175781,15.140000343322754,15.276000022888184,531000,0.0,0.0,,,,
2019-11-26 00:00:00-05:00,15.229000091552734,15.335000038146973,15.168000221252441,15.239999771118164,792000,0.0,0.0,-0.002356654341194031,,,
2019-11-27 00:00:00-05:00,15.199999809265137,15.329999923706055,15.173999786376953,15.26200008392334,367000,0.0,0.0,0.0014435901007603391,,,
2019-11-29 00:00:00-05:00,15.098999977111816,15.135000228881836,14.899999618530273,15.032999992370605,513000,0.0,0.0,-0.015004592471071887,,,
2019-12-02 00:00:00-05:00,15.071999549865723,15.071999549865723,14.842000007629395,15.008000373840332,877000,0.0,0.0,-0.001662982674313862,,,
2019-12-03 00:00:00-05:00,14.902000427246094,15.111000061035156,14.727999687194824,14.998000144958496,2215000,0.0,0.0,-0.0006663265346972258,,,
2019-12-04 00:00:00-05:00,15.067000389099121,15.22599983215332,15.031000137329102,15.15999984741211,857000,0.0,0.0,0.010801420248556903,,,
2019-12-05 00:00:00-05:00,15.130999565124512,15.156000137329102,14.913999557495117,14.986000061035156,876000,0.0,0.0,-0.011477558583660286,,,
2019-12-06 00:00:00-05:00,15.079000473022461,15.220000267028809,15.055999755859375,15.15999984741211,693000,0.0,0.0,0.011610822478866023,,,
2019-12-09 00:00:00-05:00,15.12600040435791,15.286999702453613,15.123000144958496,15.229999542236328,664000,0.0,0.0,0.004617394164167399,,,
2019-12-10 00:00:00-05:00,15.218999862670898,15.284000396728516,15.130000114440918,15.270000457763672,437000,0.0,0.0,0.0026264554648482985,,,
2019-12-11 00:00:00-05:00,15.24899959564209,15.24899959564209,14.98900032043457,15.04699993133545,281000,0.0,0.0,-0.01460383233419249,,,
2019-12-12 00:00:00-05:00,14.996999740600586,15.08899974822998,14.645000457763672,14.6850004196167,437000,0.0,0.0,-0.02405791941055868,,,
2019-12-13 00:00:00-05:00,14.664999961853027,14.73799991607666,14.501999855041504,14.53499984741211,523000,0.0,0.0,-0.010214543269894238,,,
2019-12-16 00:00:00-05:00,14.574999809265137,14.75100040435791,14.574999809265137,14.652999877929688,442000,0.0,0.0,0.008118337238138151,,,
2019-12-17 00:00:00-05:00,14.678000450134277,14.770000457763672,14.626999855041504,14.734999656677246,335000,0.0,0.0,0.005596108607839767,,,
2019-12-18 00:00:00-05:00,14.76200008392334,14.76200008392334,14.567000389099121,14.581999778747559,338000,0.0,0.0,-0.01038343274479514,,,
2019-12-19 00:00:00-05:00,14.593000411987305,14.630999565124512,14.463000297546387,14.595000267028809,465000,0.0,0.0,0.0008915435796534865,,,
2019-12-20 00:00:00-05:00,14.600000381469727,14.630999565124512,14.484000205993652,14.520000457763672,1151000,0.0,0.0,-0.005138732983415384,,,
2019-12-23 00:00:00-05:00,14.555000305175781,14.555000305175781,14.406000137329102,14.432999610900879,571000,0.0,0.0,-0.005991793672174062,,,
2019-12-24 00:00:00-05:00,14.39900016784668,14.460000038146973,14.380000114440918,14.4399995803833,322000,0.0,0.0,0.0004849975522160932,,,
2019-12-26 00:00:00-05:00,14.493000030517578,14.53499984741211,14.42199993133545,14.505000114440918,253000,0.0,0.0,0.004501422156959034,,,
2019-12-27 00:00:00-05:00,14.520000457763672,14.548999786376953,14.375,14.47599983215332,290000,0.0,0.0,-0.0019993300281828663,,,
2019-12-30 00:00:00-05:00,14.508000373840332,14.508000373840332,14.178000450134277,14.20199966430664,500000,0.0,0.0,-0.018927892444298378,,,
2019-12-31 00:00:00-05:00,14.180999755859375,14.312000274658203,14.121000289916992,14.262999534606934,496000,0.0,0.0,0.004295160663438269,,,
2020-01-02 00:00:00-05:00,14.284000396728516,14.48900032043457,14.272000312805176,14.430999755859375,276000,0.0,0.0,0.011778744074471437,,,
2020-01-03 00:00:00-05:00,14.302000045776367,14.48900032043457,14.279999732971191,14.357000350952148,585000,0.0,0.0,-0.005127808617499285,,,
2020-01-06 00:00:00-05:00,14.324999809265137,14.545999526977539,14.324999809265137,14.425000190734863,327000,0.0,0.0,0.00473635426067287,,,
2020-01-07 00:00:00-05:00,14.399999618530273,14.536999702453613,14.324000358581543,14.38700008392334,349000,0.0,0.0,-0.0026343227943893543,,,
2020-01-08 00:00:00-05:00,14.395000457763672,14.54699993133545,14.206999778747559,14.371000289916992,395000,0.0,0.0,-0.0011121007793852833,,,
2020-01-09 00:00:00-05:00,14.444999694824219,14.531999588012695,14.291000366210938,14.350000381469727,642000,0.0,0.0,-0.0014612697810604258,,,0.011705014729728886
2020-01-10 00:00:00-05:00,14.413999557495117,14.515999794006348,14.21500015258789,14.23900032043457,411000,0.0,0.0,-0.0077351956853249915,,,0.011784960185563109
